Region,Latin_Name,Species,Age,Sex,AIV,Province,Sampling_Site,Weather_Station_nearest,Day_sampling,Month_sampling,Year_sampling,Stratum_of_density_estimates,Population_Density,Pond_Density,Percent_MALL,Hunting_Zone,Percent_HY,Sampling_Latitude,Sampling_Longitude,Temperature
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas rubripes,ABDU,HY,F,1,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas rubripes,ABDU,HY,F,0,QC,Lac Saint-Pierre,7025442,17,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,18.02857143
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NB,Germantown,8101746,17,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.70518,-64.76981,17.60714286
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NB,Germantown,8101746,17,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.70518,-64.76981,17.60714286
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NS,Amherst Point,8203702,17,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.78422,-64.25789,17.86428571
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,18,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.63571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85838,-64.18305,17.37857143
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas americana,AMWI,HY,M,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas americana,AMWI,HY,M,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas americana,AMWI,HY,M,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas americana,AMWI,HY,F,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas americana,AMWI,HY,M,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas americana,AMWI,HY,M,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas americana,AMWI,HY,M,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas americana,AMWI,HY,M,0,NS,East Amherst,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85,-64.16,17.37857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,Burgess,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.80387,-64.26798,17.37857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,NS,Amherst Point,8203702,18,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.78393,-64.25417,17.37857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,PEI,Tuddy's,8300300,19,8,2007,65,2.521082769,NA,7.089269736,PEI,80,46.28691,-62.96032,17.50714286
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas crecca,AGWT,HY,M,0,QC,Lac Saint-Pierre,7025442,19,8,2007,56,1.143342162,NA,43.54720853,QC,76.84583579,46.13294444,-72.90902778,17.23571429
Eastern Canada,Anas rubripes,ABDU,HY,F,0,PEI,Marshfield,8300300,19,8,2007,65,2.521082769,NA,7.089269736,PEI,80,46.28846,-63.07914,17.50714286
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,PEI,Marshfield,8300300,19,8,2007,65,2.521082769,NA,7.089269736,PEI,80,46.28846,-63.07914,17.50714286
Eastern Canada,Anas rubripes,ABDU,HY,F,0,PEI,Marshfield,8300300,19,8,2007,65,2.521082769,NA,7.089269736,PEI,80,46.28846,-63.07914,17.50714286
Eastern Canada,Anas rubripes,ABDU,HY,M,0,PEI,Marshfield,8300300,19,8,2007,65,2.521082769,NA,7.089269736,PEI,80,46.28846,-63.07914,17.50714286
Eastern Canada,Anas rubripes,ABDU,HY,M,0,PEI,Marshfield,8300300,19,8,2007,65,2.521082769,NA,7.089269736,PEI,80,46.28846,-63.07914,17.50714286
Eastern Canada,Anas rubripes,ABDU,HY,F,0,PEI,Marshfield,8300300,19,8,2007,65,2.521082769,NA,7.089269736,PEI,80,46.28846,-63.07914,17.50714286
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,NS,Eddy Road,8203702,19,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85691,-64.23602,17.07857143
Eastern Canada,Anas rubripes,ABDU,HY,M,0,NS,Eddy Road,8203702,19,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.85838,-64.23347,17.07857143
Eastern Canada,Anas rubripes,ABDU,HY,F,0,NS,Amherst Point,8203702,19,8,2007,64,1.674110398,NA,2.194152556,NS,79.10014514,45.78393,-64.25417,17.07857143
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas americana,AMWI,HY,M,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas americana,AMWI,HY,F,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas americana,AMWI,HY,F,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,1,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas platyrhynchos,MALL,HY,F,1,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas platyrhynchos,MALL,HY,M,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas americana,AMWI,HY,M,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas americana,AMWI,HY,F,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas americana,AMWI,HY,F,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas americana,AMWI,HY,M,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas americana,AMWI,HY,F,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas americana,AMWI,HY,F,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas crecca,AGWT,HY,F,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
Eastern Canada,Anas crecca,AGWT,HY,M,0,NB,White Birch,8203702,20,8,2007,63,1.564140568,NA,6.783563585,NB,82.94573643,45.97,-64.33,16.83571429
